,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14
1378,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1379,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1381,0,0,0,0,1,1,1,1,0,0,0,1,1,0
1382,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1383,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1384,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1385,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1386,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1387,0,1,1,0,1,1,0,0,0,1,1,1,1,0
1388,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1389,0,1,1,0,0,0,0,0,0,1,1,1,1,0
1390,0,1,1,0,1,1,0,0,0,1,1,1,1,0
1391,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1392,0,0,0,0,1,1,0,0,0,1,1,1,1,0
1393,1,1,1,0,0,0,0,1,1,0,0,0,0,0
1394,0,0,1,1,0,0,0,0,0,0,1,1,1,0
1395,0,1,1,0,0,0,0,1,1,0,0,1,1,0
1396,0,0,0,0,0,1,1,1,0,0,1,1,1,0
1397,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1398,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1399,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1400,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1401,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1402,1,1,1,1,0,0,0,0,0,0,0,1,1,0
1403,1,1,0,0,1,1,0,0,0,0,0,1,1,0
1404,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1405,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1406,1,1,0,1,1,0,0,0,0,0,0,1,1,0
1407,1,0,0,0,0,1,1,1,0,0,0,1,1,0
1408,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1409,1,1,1,1,0,0,0,0,0,0,0,1,1,0
1410,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1411,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1412,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1413,1,1,0,1,1,0,0,0,0,0,0,1,1,0
1414,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1415,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1416,0,1,1,0,0,0,0,0,0,1,1,1,1,0
1417,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1418,1,1,0,0,0,0,0,0,0,1,1,1,1,0
1419,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1420,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1421,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1423,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1424,0,1,1,0,0,0,0,0,0,1,1,1,1,0
1425,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1426,0,0,0,0,1,1,1,1,0,0,0,1,1,0
1427,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1428,0,1,1,0,0,0,1,1,0,0,0,1,1,0
1429,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1430,0,1,1,0,0,0,1,1,0,0,0,1,1,0
1431,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1432,0,0,1,1,0,0,1,1,0,0,0,1,1,0
1433,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1434,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1436,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1437,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1438,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1439,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1440,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1441,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1442,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1443,0,1,1,1,0,0,1,1,0,0,0,1,1,0
1444,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1445,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1446,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1447,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1448,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1449,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1450,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1451,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1452,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1453,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1454,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1455,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1456,0,1,1,0,0,0,1,1,0,0,0,1,1,0
1457,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1458,0,1,1,0,1,1,0,0,0,1,1,1,1,0
1459,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1460,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1461,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1462,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1463,0,1,1,1,1,0,0,0,0,0,0,1,1,0
1464,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1465,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1466,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1467,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1468,1,1,0,0,0,1,1,1,0,0,1,1,1,0
1469,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1470,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1471,1,1,1,1,0,0,0,0,0,1,1,1,1,0
1472,1,1,0,1,1,0,0,0,0,0,0,1,1,0
1473,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1474,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1475,1,1,1,0,1,1,0,1,1,0,0,1,1,0
1476,1,1,0,0,1,1,0,0,0,0,0,1,1,0
1477,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1478,0,0,0,0,1,1,1,1,1,0,0,1,1,0
1479,1,1,1,1,0,0,0,0,0,0,0,1,1,0
1480,1,1,0,0,1,1,0,0,0,0,0,1,1,0
1481,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1482,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1483,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1484,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1485,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1486,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1487,1,1,0,0,1,1,0,0,0,0,0,1,1,0
1488,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1489,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1490,0,0,0,0,0,1,1,1,0,0,0,1,1,0
1491,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1492,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1493,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1494,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1495,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1496,1,1,0,0,1,1,0,0,0,0,0,1,1,0
1497,0,0,0,0,1,1,1,1,0,0,0,1,1,0
1498,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1499,0,0,0,0,1,1,1,1,0,0,0,0,0,0
1500,1,1,0,0,0,0,1,1,0,0,0,1,1,0
1501,0,0,0,0,1,1,0,0,0,1,1,1,1,0
1502,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1503,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1504,1,1,1,0,0,0,0,1,1,0,0,1,1,0
1505,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1506,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1507,1,1,0,0,0,1,1,1,0,0,0,1,1,0
1508,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1509,1,1,0,0,0,1,1,1,0,0,0,1,1,0
1510,0,0,0,1,1,1,0,0,0,0,0,1,1,0
1511,0,0,0,0,0,0,0,1,1,1,1,0,0,0
1512,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1513,1,1,1,1,0,0,0,0,0,1,1,1,1,0
1514,0,1,1,0,0,0,1,1,0,0,0,1,1,0
1515,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1516,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1517,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1518,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1519,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1520,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1521,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1522,0,0,0,0,0,1,1,1,0,1,1,1,1,0
1523,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1524,1,1,0,0,1,1,1,0,0,0,0,1,1,0
1525,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1526,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1527,0,0,1,1,0,0,0,1,1,0,0,0,0,0
1528,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1529,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1530,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1531,0,0,1,1,0,0,0,0,0,1,1,1,1,0
1532,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1533,0,0,0,0,1,1,0,0,0,1,1,1,1,0
1534,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1535,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1536,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1537,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1538,1,0,0,0,1,1,0,0,0,0,0,1,1,0
1539,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1540,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1541,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1542,0,0,0,0,0,1,1,0,0,0,1,1,0,0
1543,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1544,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1545,0,1,1,0,0,0,0,0,0,1,1,1,1,0
1546,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1547,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1548,1,1,0,0,0,0,0,0,0,1,1,0,0,0
1549,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1550,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1551,0,0,0,0,1,1,1,1,0,0,0,0,0,0
1552,1,1,0,0,1,1,0,0,0,0,0,0,0,0
1553,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1554,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1555,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1556,0,0,0,0,0,1,1,0,0,1,1,1,1,0
1557,0,0,1,1,0,0,1,1,0,0,0,1,1,0
1558,0,0,0,0,1,1,0,0,0,0,1,1,1,0
1559,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1560,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1561,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1562,1,1,1,1,0,0,0,0,1,1,0,1,1,0
1563,1,1,0,0,0,1,1,0,0,0,0,1,1,0
1564,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1565,1,1,0,0,0,1,1,0,0,0,0,1,1,0
1566,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1567,0,0,1,1,1,1,0,0,0,0,0,1,1,0
1568,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1569,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1570,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1571,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1572,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1573,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1574,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1575,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1576,1,0,0,0,0,1,1,1,0,0,0,1,1,0
1577,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1578,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1579,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1580,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1581,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1582,1,1,0,0,0,1,1,1,0,0,0,1,1,0
1583,0,0,1,1,0,0,0,0,0,1,1,1,1,0
1584,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1585,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1586,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1587,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1588,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1589,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1590,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1591,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1592,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1593,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,1,1,1,0,0,0,0,0,0,0,0,1,1,0
1595,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1596,0,0,0,0,0,1,1,0,0,0,1,1,1,0
1597,1,1,1,1,0,0,0,0,0,0,0,1,1,0
1598,0,1,1,0,1,1,0,0,0,0,0,1,1,0
1599,0,0,0,0,1,1,1,1,0,0,0,1,1,0
1600,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1601,0,0,0,0,1,1,1,1,0,0,1,1,1,0
1602,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1603,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1605,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1606,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1607,1,1,0,0,0,1,1,1,0,0,1,1,1,0
1608,0,0,0,0,1,1,0,1,1,0,0,1,1,0
1609,1,1,0,0,1,1,0,0,0,0,0,1,1,0
1610,1,1,0,0,1,1,0,0,0,0,0,0,0,0
1611,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1612,0,0,0,0,1,1,1,1,0,0,0,1,1,0
1613,0,0,1,1,1,1,0,0,0,0,0,1,1,0
1614,0,0,0,0,0,1,1,0,0,1,1,1,1,0
1615,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1616,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1617,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1618,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1619,1,1,1,0,0,0,0,1,1,0,0,1,1,0
1620,1,1,1,1,0,0,0,0,0,0,0,1,1,0
1621,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1622,0,1,1,0,0,0,1,1,0,0,0,1,1,0
1623,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1624,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1625,1,1,1,1,0,0,0,0,0,0,0,1,1,0
1626,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1627,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1628,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1629,0,0,0,0,1,1,1,1,0,0,0,1,1,0
1630,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1631,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1632,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1633,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1634,1,1,0,0,1,1,0,0,0,0,0,1,1,0
1635,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1636,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1637,0,1,1,0,0,0,0,0,0,1,1,1,1,0
1638,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1639,1,1,1,1,0,0,0,0,0,0,0,1,1,0
1640,0,0,0,0,1,1,1,1,0,0,0,1,1,0
1641,0,1,1,0,0,0,0,0,0,1,1,1,1,0
1642,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1643,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1644,0,1,1,1,1,0,0,0,0,0,0,1,1,0
1645,1,1,1,0,0,0,0,1,1,0,0,0,0,0
1646,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1647,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1648,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1649,0,0,1,1,1,0,0,0,0,0,0,1,1,0
1650,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1651,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1652,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1653,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1654,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1656,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1657,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1658,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1659,1,1,0,0,0,1,1,1,0,0,1,1,1,0
1660,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1661,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1662,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1663,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1665,0,1,1,0,0,0,0,0,0,0,1,1,1,0
1666,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1667,1,0,0,0,1,1,0,0,0,0,0,1,1,0
1668,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1669,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1670,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1671,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1672,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1673,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1674,1,1,1,0,0,0,0,1,1,1,0,0,0,0
1675,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1676,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1677,1,1,0,0,1,1,0,0,0,0,1,1,1,0
1678,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1679,0,1,1,0,0,1,1,0,0,0,1,1,0,0
1680,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1681,0,1,1,1,0,0,0,0,0,1,1,1,1,0
1682,0,1,1,0,1,1,1,1,0,0,0,1,1,0
1683,0,0,1,1,1,1,1,1,0,0,0,1,1,0
1684,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1685,0,1,1,0,1,1,1,1,0,0,0,1,1,0
1686,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1687,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1688,1,1,1,1,0,0,0,0,0,0,0,1,1,0
1689,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1690,0,0,0,0,1,1,1,1,1,0,0,1,1,0
1691,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1692,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1693,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1694,0,0,1,1,1,1,0,0,0,0,0,1,1,0
1695,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1696,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1697,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1698,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1699,1,1,0,0,1,1,0,0,0,0,0,0,0,0
1700,1,0,1,1,0,0,0,0,0,0,0,1,1,0
1701,0,0,1,1,0,0,0,0,0,1,1,1,1,0
1702,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1703,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1704,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1705,0,1,1,1,1,1,0,0,0,1,1,1,1,0
1706,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1707,0,1,1,0,1,1,0,0,0,0,0,1,1,0
1708,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1709,0,1,1,1,0,0,0,1,1,0,0,1,1,0
1710,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1711,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1712,1,1,1,1,0,0,0,1,1,0,0,1,1,0
1713,0,1,1,0,1,1,0,0,0,0,0,1,1,0
1714,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1715,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1716,0,0,0,0,1,1,1,1,0,0,0,1,1,0
1717,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1718,1,1,0,0,0,1,1,1,0,0,0,1,1,0
1719,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1720,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1721,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1722,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1723,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1724,0,1,1,0,0,0,1,1,0,0,0,1,1,0
1725,0,0,0,0,0,1,1,1,0,0,1,1,1,0
1726,1,1,0,0,1,1,0,1,1,0,0,1,1,0
1727,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1728,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1729,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1730,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1731,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1732,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1733,1,1,0,0,1,1,0,0,0,0,0,1,1,0
1734,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1735,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1736,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1737,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1738,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1739,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1740,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1741,1,1,0,0,1,1,0,0,0,0,0,1,1,0
1742,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1743,0,0,0,0,1,1,1,1,0,0,0,1,1,0
1744,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1745,0,0,0,0,0,1,1,1,0,0,0,1,1,0
1746,0,0,0,0,1,1,1,1,0,0,1,1,1,0
1747,1,1,0,0,1,1,0,1,1,0,0,0,0,0
1748,0,0,1,1,0,0,0,1,1,0,0,1,1,0
1749,0,0,0,0,0,0,1,1,1,0,0,1,1,0
1750,1,1,0,0,0,1,1,1,0,0,0,1,1,0
1751,0,0,1,1,0,0,0,0,0,1,1,1,1,0
1752,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1753,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1754,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1755,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1756,1,1,1,1,0,0,0,0,0,0,0,1,1,0
1757,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1758,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1759,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1760,0,0,0,0,1,1,0,0,0,1,1,1,1,0
1761,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1762,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1763,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1764,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1765,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1766,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1767,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1768,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1769,0,1,1,0,0,0,0,0,0,1,1,1,1,0
1770,0,0,0,0,1,1,1,1,0,0,0,0,0,0
1771,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1772,0,0,0,0,0,1,1,0,0,0,0,1,1,0
1773,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1774,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1775,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1776,1,0,0,0,0,1,1,1,0,0,0,1,1,0
1777,0,1,1,1,1,0,0,0,0,0,0,1,1,0
1778,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1779,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1780,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1781,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1782,1,1,1,1,0,0,0,0,0,0,0,1,1,0
1783,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1784,1,0,0,0,0,1,1,1,0,0,1,1,1,0
1785,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1786,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1787,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1788,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1789,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1790,0,1,1,0,0,0,0,0,0,1,1,1,1,0
1791,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1792,0,0,1,1,1,1,0,0,0,1,1,1,1,0
1793,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1794,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1795,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1796,1,1,0,0,0,1,1,1,0,0,0,1,1,0
1797,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1798,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1799,0,0,1,1,0,0,1,1,0,0,0,1,1,0
1800,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1801,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1802,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1803,0,0,0,0,1,1,1,1,0,0,0,1,1,0
1804,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1805,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1806,0,0,1,1,0,0,1,1,0,0,0,1,1,0
1807,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1808,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1809,1,0,1,1,0,0,0,0,0,0,0,1,1,0
1810,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1811,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1812,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1813,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1814,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1815,0,1,1,0,1,1,0,0,0,1,1,1,1,0
1816,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1817,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1818,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1819,0,1,1,1,1,1,0,1,1,1,0,0,0,0
1820,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1821,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1822,1,1,0,0,1,1,0,0,0,0,0,1,1,0
1823,1,1,1,0,1,1,0,0,0,0,0,0,0,0
1824,1,1,0,0,1,1,0,0,0,0,0,1,1,0
1825,1,0,1,1,0,0,0,0,0,0,0,1,1,0
1826,0,1,1,0,0,0,0,0,0,0,0,1,1,0
